date_id,date,year,month,month_name,quarter,week,day_of_week
20220101,2022-01-01,2022,1,Jan,1,52,6
20220102,2022-01-02,2022,1,Jan,1,52,7
20220103,2022-01-03,2022,1,Jan,1,1,1
20220104,2022-01-04,2022,1,Jan,1,1,2
20220105,2022-01-05,2022,1,Jan,1,1,3
20220106,2022-01-06,2022,1,Jan,1,1,4
20220107,2022-01-07,2022,1,Jan,1,1,5
20220108,2022-01-08,2022,1,Jan,1,1,6
20220109,2022-01-09,2022,1,Jan,1,1,7
20220110,2022-01-10,2022,1,Jan,1,2,1
20220111,2022-01-11,2022,1,Jan,1,2,2
20220112,2022-01-12,2022,1,Jan,1,2,3
20220113,2022-01-13,2022,1,Jan,1,2,4
20220114,2022-01-14,2022,1,Jan,1,2,5
20220115,2022-01-15,2022,1,Jan,1,2,6
20220116,2022-01-16,2022,1,Jan,1,2,7
20220117,2022-01-17,2022,1,Jan,1,3,1
20220118,2022-01-18,2022,1,Jan,1,3,2
20220119,2022-01-19,2022,1,Jan,1,3,3
20220120,2022-01-20,2022,1,Jan,1,3,4
20220121,2022-01-21,2022,1,Jan,1,3,5
20220122,2022-01-22,2022,1,Jan,1,3,6
20220123,2022-01-23,2022,1,Jan,1,3,7
20220124,2022-01-24,2022,1,Jan,1,4,1
20220125,2022-01-25,2022,1,Jan,1,4,2
20220126,2022-01-26,2022,1,Jan,1,4,3
20220127,2022-01-27,2022,1,Jan,1,4,4
20220128,2022-01-28,2022,1,Jan,1,4,5
20220129,2022-01-29,2022,1,Jan,1,4,6
20220130,2022-01-30,2022,1,Jan,1,4,7
20220131,2022-01-31,2022,1,Jan,1,5,1
20220201,2022-02-01,2022,2,Feb,1,5,2
20220202,2022-02-02,2022,2,Feb,1,5,3
20220203,2022-02-03,2022,2,Feb,1,5,4
20220204,2022-02-04,2022,2,Feb,1,5,5
20220205,2022-02-05,2022,2,Feb,1,5,6
20220206,2022-02-06,2022,2,Feb,1,5,7
20220207,2022-02-07,2022,2,Feb,1,6,1
20220208,2022-02-08,2022,2,Feb,1,6,2
20220209,2022-02-09,2022,2,Feb,1,6,3
20220210,2022-02-10,2022,2,Feb,1,6,4
20220211,2022-02-11,2022,2,Feb,1,6,5
20220212,2022-02-12,2022,2,Feb,1,6,6
20220213,2022-02-13,2022,2,Feb,1,6,7
20220214,2022-02-14,2022,2,Feb,1,7,1
20220215,2022-02-15,2022,2,Feb,1,7,2
20220216,2022-02-16,2022,2,Feb,1,7,3
20220217,2022-02-17,2022,2,Feb,1,7,4
20220218,2022-02-18,2022,2,Feb,1,7,5
20220219,2022-02-19,2022,2,Feb,1,7,6
20220220,2022-02-20,2022,2,Feb,1,7,7
20220221,2022-02-21,2022,2,Feb,1,8,1
20220222,2022-02-22,2022,2,Feb,1,8,2
20220223,2022-02-23,2022,2,Feb,1,8,3
20220224,2022-02-24,2022,2,Feb,1,8,4
20220225,2022-02-25,2022,2,Feb,1,8,5
20220226,2022-02-26,2022,2,Feb,1,8,6
20220227,2022-02-27,2022,2,Feb,1,8,7
20220228,2022-02-28,2022,2,Feb,1,9,1
20220301,2022-03-01,2022,3,Mar,1,9,2
20220302,2022-03-02,2022,3,Mar,1,9,3
20220303,2022-03-03,2022,3,Mar,1,9,4
20220304,2022-03-04,2022,3,Mar,1,9,5
20220305,2022-03-05,2022,3,Mar,1,9,6
20220306,2022-03-06,2022,3,Mar,1,9,7
20220307,2022-03-07,2022,3,Mar,1,10,1
20220308,2022-03-08,2022,3,Mar,1,10,2
20220309,2022-03-09,2022,3,Mar,1,10,3
20220310,2022-03-10,2022,3,Mar,1,10,4
20220311,2022-03-11,2022,3,Mar,1,10,5
20220312,2022-03-12,2022,3,Mar,1,10,6
20220313,2022-03-13,2022,3,Mar,1,10,7
20220314,2022-03-14,2022,3,Mar,1,11,1
20220315,2022-03-15,2022,3,Mar,1,11,2
20220316,2022-03-16,2022,3,Mar,1,11,3
20220317,2022-03-17,2022,3,Mar,1,11,4
20220318,2022-03-18,2022,3,Mar,1,11,5
20220319,2022-03-19,2022,3,Mar,1,11,6
20220320,2022-03-20,2022,3,Mar,1,11,7
20220321,2022-03-21,2022,3,Mar,1,12,1
20220322,2022-03-22,2022,3,Mar,1,12,2
20220323,2022-03-23,2022,3,Mar,1,12,3
20220324,2022-03-24,2022,3,Mar,1,12,4
20220325,2022-03-25,2022,3,Mar,1,12,5
20220326,2022-03-26,2022,3,Mar,1,12,6
20220327,2022-03-27,2022,3,Mar,1,12,7
20220328,2022-03-28,2022,3,Mar,1,13,1
20220329,2022-03-29,2022,3,Mar,1,13,2
20220330,2022-03-30,2022,3,Mar,1,13,3
20220331,2022-03-31,2022,3,Mar,1,13,4
20220401,2022-04-01,2022,4,Apr,2,13,5
20220402,2022-04-02,2022,4,Apr,2,13,6
20220403,2022-04-03,2022,4,Apr,2,13,7
20220404,2022-04-04,2022,4,Apr,2,14,1
20220405,2022-04-05,2022,4,Apr,2,14,2
20220406,2022-04-06,2022,4,Apr,2,14,3
20220407,2022-04-07,2022,4,Apr,2,14,4
20220408,2022-04-08,2022,4,Apr,2,14,5
20220409,2022-04-09,2022,4,Apr,2,14,6
20220410,2022-04-10,2022,4,Apr,2,14,7
20220411,2022-04-11,2022,4,Apr,2,15,1
20220412,2022-04-12,2022,4,Apr,2,15,2
20220413,2022-04-13,2022,4,Apr,2,15,3
20220414,2022-04-14,2022,4,Apr,2,15,4
20220415,2022-04-15,2022,4,Apr,2,15,5
20220416,2022-04-16,2022,4,Apr,2,15,6
20220417,2022-04-17,2022,4,Apr,2,15,7
20220418,2022-04-18,2022,4,Apr,2,16,1
20220419,2022-04-19,2022,4,Apr,2,16,2
20220420,2022-04-20,2022,4,Apr,2,16,3
20220421,2022-04-21,2022,4,Apr,2,16,4
20220422,2022-04-22,2022,4,Apr,2,16,5
20220423,2022-04-23,2022,4,Apr,2,16,6
20220424,2022-04-24,2022,4,Apr,2,16,7
20220425,2022-04-25,2022,4,Apr,2,17,1
20220426,2022-04-26,2022,4,Apr,2,17,2
20220427,2022-04-27,2022,4,Apr,2,17,3
20220428,2022-04-28,2022,4,Apr,2,17,4
20220429,2022-04-29,2022,4,Apr,2,17,5
20220430,2022-04-30,2022,4,Apr,2,17,6
20220501,2022-05-01,2022,5,May,2,17,7
20220502,2022-05-02,2022,5,May,2,18,1
20220503,2022-05-03,2022,5,May,2,18,2
20220504,2022-05-04,2022,5,May,2,18,3
20220505,2022-05-05,2022,5,May,2,18,4
20220506,2022-05-06,2022,5,May,2,18,5
20220507,2022-05-07,2022,5,May,2,18,6
20220508,2022-05-08,2022,5,May,2,18,7
20220509,2022-05-09,2022,5,May,2,19,1
20220510,2022-05-10,2022,5,May,2,19,2
20220511,2022-05-11,2022,5,May,2,19,3
20220512,2022-05-12,2022,5,May,2,19,4
20220513,2022-05-13,2022,5,May,2,19,5
20220514,2022-05-14,2022,5,May,2,19,6
20220515,2022-05-15,2022,5,May,2,19,7
20220516,2022-05-16,2022,5,May,2,20,1
20220517,2022-05-17,2022,5,May,2,20,2
20220518,2022-05-18,2022,5,May,2,20,3
20220519,2022-05-19,2022,5,May,2,20,4
20220520,2022-05-20,2022,5,May,2,20,5
20220521,2022-05-21,2022,5,May,2,20,6
20220522,2022-05-22,2022,5,May,2,20,7
20220523,2022-05-23,2022,5,May,2,21,1
20220524,2022-05-24,2022,5,May,2,21,2
20220525,2022-05-25,2022,5,May,2,21,3
20220526,2022-05-26,2022,5,May,2,21,4
20220527,2022-05-27,2022,5,May,2,21,5
20220528,2022-05-28,2022,5,May,2,21,6
20220529,2022-05-29,2022,5,May,2,21,7
20220530,2022-05-30,2022,5,May,2,22,1
20220531,2022-05-31,2022,5,May,2,22,2
20220601,2022-06-01,2022,6,Jun,2,22,3
20220602,2022-06-02,2022,6,Jun,2,22,4
20220603,2022-06-03,2022,6,Jun,2,22,5
20220604,2022-06-04,2022,6,Jun,2,22,6
20220605,2022-06-05,2022,6,Jun,2,22,7
20220606,2022-06-06,2022,6,Jun,2,23,1
20220607,2022-06-07,2022,6,Jun,2,23,2
20220608,2022-06-08,2022,6,Jun,2,23,3
20220609,2022-06-09,2022,6,Jun,2,23,4
20220610,2022-06-10,2022,6,Jun,2,23,5
20220611,2022-06-11,2022,6,Jun,2,23,6
20220612,2022-06-12,2022,6,Jun,2,23,7
20220613,2022-06-13,2022,6,Jun,2,24,1
20220614,2022-06-14,2022,6,Jun,2,24,2
20220615,2022-06-15,2022,6,Jun,2,24,3
20220616,2022-06-16,2022,6,Jun,2,24,4
20220617,2022-06-17,2022,6,Jun,2,24,5
20220618,2022-06-18,2022,6,Jun,2,24,6
20220619,2022-06-19,2022,6,Jun,2,24,7
20220620,2022-06-20,2022,6,Jun,2,25,1
20220621,2022-06-21,2022,6,Jun,2,25,2
20220622,2022-06-22,2022,6,Jun,2,25,3
20220623,2022-06-23,2022,6,Jun,2,25,4
20220624,2022-06-24,2022,6,Jun,2,25,5
20220625,2022-06-25,2022,6,Jun,2,25,6
20220626,2022-06-26,2022,6,Jun,2,25,7
20220627,2022-06-27,2022,6,Jun,2,26,1
20220628,2022-06-28,2022,6,Jun,2,26,2
20220629,2022-06-29,2022,6,Jun,2,26,3
20220630,2022-06-30,2022,6,Jun,2,26,4
20220701,2022-07-01,2022,7,Jul,3,26,5
20220702,2022-07-02,2022,7,Jul,3,26,6
20220703,2022-07-03,2022,7,Jul,3,26,7
20220704,2022-07-04,2022,7,Jul,3,27,1
20220705,2022-07-05,2022,7,Jul,3,27,2
20220706,2022-07-06,2022,7,Jul,3,27,3
20220707,2022-07-07,2022,7,Jul,3,27,4
20220708,2022-07-08,2022,7,Jul,3,27,5
20220709,2022-07-09,2022,7,Jul,3,27,6
20220710,2022-07-10,2022,7,Jul,3,27,7
20220711,2022-07-11,2022,7,Jul,3,28,1
20220712,2022-07-12,2022,7,Jul,3,28,2
20220713,2022-07-13,2022,7,Jul,3,28,3
20220714,2022-07-14,2022,7,Jul,3,28,4
20220715,2022-07-15,2022,7,Jul,3,28,5
20220716,2022-07-16,2022,7,Jul,3,28,6
20220717,2022-07-17,2022,7,Jul,3,28,7
20220718,2022-07-18,2022,7,Jul,3,29,1
20220719,2022-07-19,2022,7,Jul,3,29,2
20220720,2022-07-20,2022,7,Jul,3,29,3
20220721,2022-07-21,2022,7,Jul,3,29,4
20220722,2022-07-22,2022,7,Jul,3,29,5
20220723,2022-07-23,2022,7,Jul,3,29,6
20220724,2022-07-24,2022,7,Jul,3,29,7
20220725,2022-07-25,2022,7,Jul,3,30,1
20220726,2022-07-26,2022,7,Jul,3,30,2
20220727,2022-07-27,2022,7,Jul,3,30,3
20220728,2022-07-28,2022,7,Jul,3,30,4
20220729,2022-07-29,2022,7,Jul,3,30,5
20220730,2022-07-30,2022,7,Jul,3,30,6
20220731,2022-07-31,2022,7,Jul,3,30,7
20220801,2022-08-01,2022,8,Aug,3,31,1
20220802,2022-08-02,2022,8,Aug,3,31,2
20220803,2022-08-03,2022,8,Aug,3,31,3
20220804,2022-08-04,2022,8,Aug,3,31,4
20220805,2022-08-05,2022,8,Aug,3,31,5
20220806,2022-08-06,2022,8,Aug,3,31,6
20220807,2022-08-07,2022,8,Aug,3,31,7
20220808,2022-08-08,2022,8,Aug,3,32,1
20220809,2022-08-09,2022,8,Aug,3,32,2
20220810,2022-08-10,2022,8,Aug,3,32,3
20220811,2022-08-11,2022,8,Aug,3,32,4
20220812,2022-08-12,2022,8,Aug,3,32,5
20220813,2022-08-13,2022,8,Aug,3,32,6
20220814,2022-08-14,2022,8,Aug,3,32,7
20220815,2022-08-15,2022,8,Aug,3,33,1
20220816,2022-08-16,2022,8,Aug,3,33,2
20220817,2022-08-17,2022,8,Aug,3,33,3
20220818,2022-08-18,2022,8,Aug,3,33,4
20220819,2022-08-19,2022,8,Aug,3,33,5
20220820,2022-08-20,2022,8,Aug,3,33,6
20220821,2022-08-21,2022,8,Aug,3,33,7
20220822,2022-08-22,2022,8,Aug,3,34,1
20220823,2022-08-23,2022,8,Aug,3,34,2
20220824,2022-08-24,2022,8,Aug,3,34,3
20220825,2022-08-25,2022,8,Aug,3,34,4
20220826,2022-08-26,2022,8,Aug,3,34,5
20220827,2022-08-27,2022,8,Aug,3,34,6
20220828,2022-08-28,2022,8,Aug,3,34,7
20220829,2022-08-29,2022,8,Aug,3,35,1
20220830,2022-08-30,2022,8,Aug,3,35,2
20220831,2022-08-31,2022,8,Aug,3,35,3
20220901,2022-09-01,2022,9,Sep,3,35,4
20220902,2022-09-02,2022,9,Sep,3,35,5
20220903,2022-09-03,2022,9,Sep,3,35,6
20220904,2022-09-04,2022,9,Sep,3,35,7
20220905,2022-09-05,2022,9,Sep,3,36,1
20220906,2022-09-06,2022,9,Sep,3,36,2
20220907,2022-09-07,2022,9,Sep,3,36,3
20220908,2022-09-08,2022,9,Sep,3,36,4
20220909,2022-09-09,2022,9,Sep,3,36,5
20220910,2022-09-10,2022,9,Sep,3,36,6
20220911,2022-09-11,2022,9,Sep,3,36,7
20220912,2022-09-12,2022,9,Sep,3,37,1
20220913,2022-09-13,2022,9,Sep,3,37,2
20220914,2022-09-14,2022,9,Sep,3,37,3
20220915,2022-09-15,2022,9,Sep,3,37,4
20220916,2022-09-16,2022,9,Sep,3,37,5
20220917,2022-09-17,2022,9,Sep,3,37,6
20220918,2022-09-18,2022,9,Sep,3,37,7
20220919,2022-09-19,2022,9,Sep,3,38,1
20220920,2022-09-20,2022,9,Sep,3,38,2
20220921,2022-09-21,2022,9,Sep,3,38,3
20220922,2022-09-22,2022,9,Sep,3,38,4
20220923,2022-09-23,2022,9,Sep,3,38,5
20220924,2022-09-24,2022,9,Sep,3,38,6
20220925,2022-09-25,2022,9,Sep,3,38,7
20220926,2022-09-26,2022,9,Sep,3,39,1
20220927,2022-09-27,2022,9,Sep,3,39,2
20220928,2022-09-28,2022,9,Sep,3,39,3
20220929,2022-09-29,2022,9,Sep,3,39,4
20220930,2022-09-30,2022,9,Sep,3,39,5
20221001,2022-10-01,2022,10,Oct,4,39,6
20221002,2022-10-02,2022,10,Oct,4,39,7
20221003,2022-10-03,2022,10,Oct,4,40,1
20221004,2022-10-04,2022,10,Oct,4,40,2
20221005,2022-10-05,2022,10,Oct,4,40,3
20221006,2022-10-06,2022,10,Oct,4,40,4
20221007,2022-10-07,2022,10,Oct,4,40,5
20221008,2022-10-08,2022,10,Oct,4,40,6
20221009,2022-10-09,2022,10,Oct,4,40,7
20221010,2022-10-10,2022,10,Oct,4,41,1
20221011,2022-10-11,2022,10,Oct,4,41,2
20221012,2022-10-12,2022,10,Oct,4,41,3
20221013,2022-10-13,2022,10,Oct,4,41,4
20221014,2022-10-14,2022,10,Oct,4,41,5
20221015,2022-10-15,2022,10,Oct,4,41,6
20221016,2022-10-16,2022,10,Oct,4,41,7
20221017,2022-10-17,2022,10,Oct,4,42,1
20221018,2022-10-18,2022,10,Oct,4,42,2
20221019,2022-10-19,2022,10,Oct,4,42,3
20221020,2022-10-20,2022,10,Oct,4,42,4
20221021,2022-10-21,2022,10,Oct,4,42,5
20221022,2022-10-22,2022,10,Oct,4,42,6
20221023,2022-10-23,2022,10,Oct,4,42,7
20221024,2022-10-24,2022,10,Oct,4,43,1
20221025,2022-10-25,2022,10,Oct,4,43,2
20221026,2022-10-26,2022,10,Oct,4,43,3
20221027,2022-10-27,2022,10,Oct,4,43,4
20221028,2022-10-28,2022,10,Oct,4,43,5
20221029,2022-10-29,2022,10,Oct,4,43,6
20221030,2022-10-30,2022,10,Oct,4,43,7
20221031,2022-10-31,2022,10,Oct,4,44,1
20221101,2022-11-01,2022,11,Nov,4,44,2
20221102,2022-11-02,2022,11,Nov,4,44,3
20221103,2022-11-03,2022,11,Nov,4,44,4
20221104,2022-11-04,2022,11,Nov,4,44,5
20221105,2022-11-05,2022,11,Nov,4,44,6
20221106,2022-11-06,2022,11,Nov,4,44,7
20221107,2022-11-07,2022,11,Nov,4,45,1
20221108,2022-11-08,2022,11,Nov,4,45,2
20221109,2022-11-09,2022,11,Nov,4,45,3
20221110,2022-11-10,2022,11,Nov,4,45,4
20221111,2022-11-11,2022,11,Nov,4,45,5
20221112,2022-11-12,2022,11,Nov,4,45,6
20221113,2022-11-13,2022,11,Nov,4,45,7
20221114,2022-11-14,2022,11,Nov,4,46,1
20221115,2022-11-15,2022,11,Nov,4,46,2
20221116,2022-11-16,2022,11,Nov,4,46,3
20221117,2022-11-17,2022,11,Nov,4,46,4
20221118,2022-11-18,2022,11,Nov,4,46,5
20221119,2022-11-19,2022,11,Nov,4,46,6
20221120,2022-11-20,2022,11,Nov,4,46,7
20221121,2022-11-21,2022,11,Nov,4,47,1
20221122,2022-11-22,2022,11,Nov,4,47,2
20221123,2022-11-23,2022,11,Nov,4,47,3
20221124,2022-11-24,2022,11,Nov,4,47,4
20221125,2022-11-25,2022,11,Nov,4,47,5
20221126,2022-11-26,2022,11,Nov,4,47,6
20221127,2022-11-27,2022,11,Nov,4,47,7
20221128,2022-11-28,2022,11,Nov,4,48,1
20221129,2022-11-29,2022,11,Nov,4,48,2
20221130,2022-11-30,2022,11,Nov,4,48,3
20221201,2022-12-01,2022,12,Dec,4,48,4
20221202,2022-12-02,2022,12,Dec,4,48,5
20221203,2022-12-03,2022,12,Dec,4,48,6
20221204,2022-12-04,2022,12,Dec,4,48,7
20221205,2022-12-05,2022,12,Dec,4,49,1
20221206,2022-12-06,2022,12,Dec,4,49,2
20221207,2022-12-07,2022,12,Dec,4,49,3
20221208,2022-12-08,2022,12,Dec,4,49,4
20221209,2022-12-09,2022,12,Dec,4,49,5
20221210,2022-12-10,2022,12,Dec,4,49,6
20221211,2022-12-11,2022,12,Dec,4,49,7
20221212,2022-12-12,2022,12,Dec,4,50,1
20221213,2022-12-13,2022,12,Dec,4,50,2
20221214,2022-12-14,2022,12,Dec,4,50,3
20221215,2022-12-15,2022,12,Dec,4,50,4
20221216,2022-12-16,2022,12,Dec,4,50,5
20221217,2022-12-17,2022,12,Dec,4,50,6
20221218,2022-12-18,2022,12,Dec,4,50,7
20221219,2022-12-19,2022,12,Dec,4,51,1
20221220,2022-12-20,2022,12,Dec,4,51,2
20221221,2022-12-21,2022,12,Dec,4,51,3
20221222,2022-12-22,2022,12,Dec,4,51,4
20221223,2022-12-23,2022,12,Dec,4,51,5
20221224,2022-12-24,2022,12,Dec,4,51,6
20221225,2022-12-25,2022,12,Dec,4,51,7
20221226,2022-12-26,2022,12,Dec,4,52,1
20221227,2022-12-27,2022,12,Dec,4,52,2
20221228,2022-12-28,2022,12,Dec,4,52,3
20221229,2022-12-29,2022,12,Dec,4,52,4
20221230,2022-12-30,2022,12,Dec,4,52,5
